,0
1006,"['freeflight', 'measurements', 'static', 'dynamic', 'report', 'presents', 'equations', 'tables', 'figures', 'use', 'theanalysis', 'helium', 'flow', 'supersonic', 'hypersonic', 'speeds', 'contentsof', 'report', 'presentation', 'data', 'parallel', 'asimilar', 'reference', 'work', 'naca', 'rep', '1135', 'prepared', 'air', 'flow', 'perfectgas', 'relations', 'continuous', 'onedimensional', 'flownormal', 'obliqueshock', 'waves', 'prandtlmeyer', 'expansions', 'thesame', 'air', 'presented', 'completeness', 'tablespresent', 'values', 'useful', 'dimensionless', 'ratios', 'continuous', 'onedimensionalflow', 'normalshock', 'waves', 'functions', 'machnumber', 'helium', 'viscosity', 'relation', 'function', 'temperaturemassflow', 'rates', 'function', 'mach', 'number', 'temperature', 'thereynolds', 'number', 'function', 'mach', 'number', 'stagnation', 'temperatureare', 'plotted', 'obliqueshock', 'characteristics', 'wedges', 'cones', 'inhelium', 'mach', 'numbers', '12', '16', '20', '24', 'presented', 'seriesof', 'plots', 'throughout', 'computations', 'helium', 'considered', 'bea', 'perfect', 'gas']"
1007,"['freeflight', 'measurements', 'static', 'dynamic', 'representative', 'experimental', 'results', 'presented', 'show', 'currentstatus', 'panel', 'flutter', 'problem', 'results', 'presented', 'forunstiffened', 'rectangular', 'panels', 'rectangular', 'panels', 'stiffened', 'bycorrugated', 'backing', 'flutter', 'boundaries', 'established', 'typesof', 'panels', 'considered', 'basis', 'equivalent', 'isotropic', 'plates', 'the', 'effects', 'mach', 'number', 'differential', 'pressure', 'aerodynamicheating', 'panel', 'flutter', 'discussed', 'flutter', 'analysis', 'orthotropicpanels', 'presented', 'appendix']"
1008,"['freeflight', 'measurements', 'static', 'dynamic', 'charts', 'thermodynamic', 'properties', 'equilibrium', 'air', 'presentedwith', 'sufficient', 'accuracy', 'permit', 'calculation', 'flow', 'parameters', 'inhypersonic', 'nozzles', 'operating', 'stagnation', 'temperatures', '4950', 'rand', 'pressures', '1000', 'atm', 'flow', 'parameters', 'calculated', 'thesecharts', 'presented', 'series', 'stagnation', 'temperatures', 'betweenuse', 'parameters', 'possible', 'calibrate', 'nozzle', 'theconventional', 'way', 'method', 'also', 'presented', 'flowparameters', 'conditions', 'chosen', 'herein', 'may', 'becalculated', 'realgas', 'effects', 'calculation', 'hypersonic', 'nozzlecontour', 'shown', 'example', 'calculation', 'nozzle', 'contourfor', 'mach', 'number', '12', 'determined', 'including', 'realgas', 'effects', 'andthis', 'contour', 'compared', 'one', 'calculated', 'idealgasconsiderations', 'also', 'presented', 'approximate', 'limiting', 'machnumbers', 'equilibrium', 'air', 'condense', 'variouscombinations', 'stagnation', 'temperatures', 'pressures']"
1009,"['freeflight', 'measurements', 'static', 'dynamic', 'airflow', 'properties', 'nozzles', 'calculated', 'charted', 'forequilibrium', 'flow', 'two', 'types', 'frozen', 'flows', 'one', 'type', 'frozenflow', 'air', 'assumed', 'equilibrium', 'nozzle', 'reservoir', 'toarbitrary', 'points', 'chemical', 'reactions', 'molecular', 'vibrationsbecame', 'frozen', 'type', 'assumed', 'molecularvibrations', 'equilibrium', 'throughout', 'nozzle', 'chemicalreactions', 'became', 'frozen', 'arbitrary', 'points', 'calculations', 'weremade', 'range', 'stagnation', 'pressures', '10000', 'poinds', 'per', 'squareinch', 'absolute', 'stagnation', 'enthalpies', '24500', 'btu', 'per', 'pound', 'the', 'flow', 'properties', 'charted', 'temperature', 'pressure', 'densityvelocity', 'dynamic', 'pressure', 'mach', 'number', 'reynolds', 'number', 'molecularweight', 'fraction', 'mass', 'flow', 'equilibrium', 'flow', 'properties', 'throughnormal', 'shock', 'waves', 'also', 'included']"
1010,"['freeflight', 'measurements', 'static', 'dynamic', 'charts', 'prepared', 'relating', 'thermodynamic', 'properties', 'ofair', 'chemical', 'equilibrium', 'temperatures', '15000', 'k', 'pressuresfrom', '10', '10', 'atmospheres', 'also', 'included', 'charts', 'showingthe', 'composition', 'air', 'isentropic', 'exponent', 'speed', 'ofsound', 'charts', 'based', 'thermodynamic', 'data', 'calculated', 'thenational', 'bureau', 'standards']"
1011,"['principles', 'creep', 'buckling', 'weightstrength', 'analysisof', 'aircraft', 'structures', 'possibility', 'gradual', 'instabilityfailure', 'column', 'compressiveload', 'recognizedfor', 'time', 'marin', 'presented', 'ananalysis', 'creep', 'buckling', 'based', 'ona', 'theory', 'creep', 'bending', 'nottake', 'account', 'average', 'stressdue', 'axial', 'loading', 'theory', 'alsoneglected', 'transient', 'nonlinearportion', 'creep', 'curve', 'efficient', 'column', 'design', 'theaverage', 'stress', 'relatively', 'high', 'incomparison', 'bending', 'stressesthat', 'is', 'column', 'straightas', 'possible', 'slenderness', 'ratioshould', 'great', 'theseconditions', 'marins', 'theory', 'notdirectly', 'applicable', 'although', 'gives', 'goodagreement', 'tests', 'columnshaving', 'large', 'slenderness', 'ratios', 'largeeccentricities']"
1012,"['principles', 'creep', 'buckling', 'weightstrength', 'analysis', 'published', 'work', 'creep', 'buckling', 'implied', 'failureof', 'columns', 'critical', 'time', 'caused', 'initial', 'imperfections', 'such', 'analyses', 'relatively', 'complex', 'ultimately', 'leave', 'thechoice', 'selecting', 'proper', 'value', 'initial', 'imperfection', 'tothe', 'designer', 'furthermore', 'recent', 'test', 'results', 'creep', 'bucklingof', 'columns', 'indicated', 'random', 'relativelyunimportant', 'effect', 'small', 'initial', 'imperfections', 'criticaltime', 'avoid', 'difficulties', 'associated', 'initial', 'imperfectionsa', 'formulation', 'creep', 'buckling', 'phenomenon', 'terms', 'ofclassical', 'stability', 'theory', 'presented', 'theory', 'permits', 'theextension', 'known', 'solutions', 'plastic', 'buckling', 'certain', 'thinplates', 'shells', 'creep', 'buckling', 'problems']"
1013,"['principles', 'creep', 'buckling', 'weightstrength', 'analysis', 'problem', 'creep', 'stability', 'columns', 'platesis', 'considered', 'analysis', 'use', 'madeof', 'two', 'forms', 'creep', 'theory', 'based', 'strainhardening', 'hypothesis', 'uniformly', 'compressedpalte', 'comparison', 'made', 'theresults', 'according', 'flow', 'theory', 'straintheory']"
1014,"['principles', 'creep', 'buckling', 'weightstrength', 'analysis', 'determination', 'column', 'deflections', 'andcolumn', 'buckling', 'loads', 'considered', 'formany', 'years', 'available', 'theories', 'howeverdo', 'provide', 'materials', 'creep', 'withtime', 'constant', 'loads', 'design', 'ofstructural', 'members', 'made', 'materials', 'aconsideration', 'creep', 'may', 'practicalimportance', 'plastics', 'concrete', 'metalscreep', 'normal', 'temperatures', 'othermetals', 'creep', 'high', 'temperatures', 'stressvalues', 'beyond', 'yield', 'point', 'considerationof', 'creep', 'design', 'structures', 'appearsappropriate', 'view', 'modern', 'developmentsin', 'plastics', 'presence', 'high', 'stress', 'valueswhich', 'sometimes', 'beyond', 'yield', 'stress', 'this', 'paper', 'gives', 'rational', 'theory', 'predictingcreep', 'deflections', 'columns', 'special', 'caseusing', 'theory', 'applied', 'interpretation', 'ofsome', 'preliminary', 'tests', 'aluminum', 'alloy']"
1015,"['principles', 'creep', 'buckling', 'weightstrength', 'analysis', 'relation', 'timedependent', 'tangentmodulusloadas', 'conceived', 'shanleyto', 'actual', 'column', 'capacityis', 'clarified', 'may', 'interpreted', 'limiting', 'case', 'theconservative', 'estimate', 'timedependent', 'tangentmodulusload', 'is', 'therefore', 'approximation', 'conservativeestimate', 'approximation', 'however', 'maybe', 'either', 'conservative', 'nonconservative', 'appliedto', 'imperfect', 'real', 'columns', 'typical', 'cases', 'discussedand', 'experimental', 'results', 'two', 'alloys', 'cited']"
1016,"['note', 'creep', 'buckling', 'columns', 'appears', 'libroves', 'interesting', 'analysis', 'that', 'forthe', 'case', 'creep', 'buckling', 'columns', 'initial', 'imperfectionscontained', 'ordinary', 'columns', 'provide', 'mechanism', 'bywhich', 'failure', 'due', 'creep', 'occurs', 'period', 'time', 'factit', 'concluded', 'analysis', 'theoretically', 'perfectcolumn', 'initially', 'loaded', 'timeindependent', 'criticalload', 'buckle', 'interesting', 'contrast', 'thecase', 'static', 'buckling', 'small', 'initial', 'imperfections', 'play', 'aninsignificant', 'role', 'since', 'failing', 'load', 'initially', 'imperfectcolumn', 'substantially', 'theoretically', 'perfectcolumn', 'interest', 'therefore', 'conjecture', 'whether', 'isany', 'possible', 'mechanism', 'column', 'containing', 'initialimperfections', 'fail', 'result', 'creep', 'initial', 'load', 'isless', 'theoretical', 'buckling', 'load']"
1017,"['note', 'creep', 'buckling', 'columns', 'results', 'shorttime', 'elevatedtemperature', 'creep', 'tests', 'ofobjective', 'obtaining', 'procedures', 'predicting', 'column', 'lifetime', 'semiempirical', 'lifetime', 'curves', 'obtained', 'aid', 'previouslypublished', 'column', 'creep', 'theory', 'used', 'deriving', 'column', 'curves', 'the', 'semiempirical', 'lifetime', 'curves', 'also', 'used', 'study', 'effect', 'ofvarying', 'applied', 'stress', 'outofstraightness', 'rangeconsidered', 'small', 'variations', 'outofstraightness', 'found', 'oflittle', 'practical', 'significance', 'whereas', 'small', 'stress', 'variations', 'changethe', 'column', 'lifetime', 'considerably', 'range', 'outofstraightnessencountered', 'tests', 'data', 'presented', 'plots', 'notexplicitly', 'include', 'outofstraightness', 'plots', 'type', 'besatisfactory', 'predicting', 'column', 'lifetime', 'design', 'purposes']"
1018,"['note', 'creep', 'buckling', 'columns', 'method', 'estimating', 'allowableload', 'capacities', 'columns', 'subjectto', 'creep', 'presented', 'methodwhich', 'utilizes', 'approximate', 'stress', 'distributionsderived', 'isochronousstressstraincurves', 'estimatecolumn', 'load', 'capacities', 'shown', 'tobe', 'conservative', 'time', 'whichthe', 'estimate', 'made', 'application', 'method', 'ismade', 'test', 'data', 'asreceived', 'andon', 'stabilized', '24st4', 'aluminum', 'alloy', 'a', 'comparison', 'computed', 'columncapacities', 'experimental', 'capacitiesindicates', 'method', 'satisfactoryfor', 'estimating', 'decrease', 'incapacity', 'increasing', 'time', 'easily', 'obtained', 'timedependent', 'tangentmodulusloads', 'discussed', 'they', 'interpreted', 'approximationsto', 'allowable', 'loadcapacityestimates', 'limited', 'application', 'made', 'totest', 'data', 'resultsappear', 'promising', 'concluded', 'ifcertain', 'limitations', 'recognizedthe', 'method', 'may', 'prove', 'useful', 'becauseof', 'simplicity', 'presentation', 'results', 'anexperimental', 'investigation', 'theeffects', 'column', 'imperfection', 'columnmaterialvariation', 'made', 'itis', 'found', 'columncapacity', 'variations', 'ofthe', 'order', '10', 'per', 'cent', 'canresult', 'columnimperfection', 'differencesand', 'columnmaterial', 'variation', 'results', 'experimental', 'study', 'ofthe', 'variation', 'column', 'capacitywith', 'temperature', 'exposure', 'presented', 'they', 'indicate', 'columnefficiency', 'measured', 'decrease', 'capacitycan', 'acceptable', 'veryshort', 'times', 'higher', 'temperatures', 'theefficiency', 'higher', 'temperaturesfalls', 'rapidly', 'however', 'increasing', 'time']"
1019,"['note', 'creep', 'buckling', 'columns', 'results', 'shorttime', 'creepbucklingand', 'creepbending', 'tests', 'ofslenderness', 'ratio', '111', 'presented', 'the', 'tests', 'performed', '600', 'fand', 'strain', 'measurements', 'takenwith', 'hightemperature', 'electricresistancestrain', 'gages', 'descriptionof', 'development', 'gages', 'givenin', 'appendix', 'columntests', 'show', 'critical', 'time', 'decreasesmuch', 'rapidly', 'withincreasing', 'load', 'increasing', 'initialdeviation', 'straightness', 'the', 'bending', 'tests', 'indicate', 'steadycreep', 'rate', 'curvatureis', 'simple', 'power', 'function', 'appliedmoment', 'latter', 'resultstogether', 'previously', 'derived', 'creepbucklingtheory', 'used', 'todevelop', 'semiempirical', 'formula', 'suitableas', 'guide', 'determinationof', 'critical', 'time', 'columns']"
1020,"['note', 'creep', 'buckling', 'columns', 'paper', 'describes', 'theory', 'tests', 'creep', 'collapseof', 'long', 'thin', 'aluminumalloy', 'cylinders', 'external', 'radialpressure', 'steadystate', 'creep', 'assumed', 'theoretical', 'derivation', 'test', 'temperatures', '300', '500', 'f', 'the', 'collapse', 'time', 'cylinder', 'calculated', 'theoretically', 'agreement', 'theoretical', 'test', 'results', 'fair']"
1021,"['note', 'creep', 'buckling', 'columns', 'fortythree', 'cylinders', '40inchlength', '16inch', 'diameter', 'madeof', '50520', 'aluminumalloy', 'sheets', 'ofthickness', 'subjected', 'bendingmoments', 'constant', 'along', 'cylinderand', 'time', 'oven', 'maintaineda', 'constant', 'temperature', '500', 'fduring', 'test', 'cylindersfailed', 'buckling', 'time', 'thatelapsed', 'load', 'application', 'andcollapse', 'measured']"
1022,"['note', 'creep', 'buckling', 'columns', 'theory', 'creep', 'buckling', 'presented', 'instantaneouselastic', 'plastic', 'deformations', 'following', 'application', 'load', 'aswell', 'steady', 'creep', 'deformations', 'considered', 'approximatemanner', 'equations', 'given', 'critical', 'time', 'is', 'thetime', 'elapsing', 'load', 'application', 'collapse', 'columncan', 'computed']"
1023,"['note', 'creep', 'buckling', 'columns', 'general', 'dynamic', 'equation', 'ofcreep', 'bending', 'beam', 'loaded', 'laterallyand', 'axially', 'derived', 'alinearly', 'viscoelastic', 'material', 'whosemechanical', 'properties', 'characterizedby', 'four', 'parameters', 'materialcan', 'exhibit', 'instantaneous', 'retardedelasticity', 'well', 'pureflow', 'equation', 'derived', 'used', 'toobtain', 'creep', 'bending', 'deflectionof', 'beam', 'pure', 'bending', 'columnwith', 'initial', 'sinusoidal', 'deviationfrom', 'straightness', 'expected', 'theratio', 'creep', 'deflectionsof', 'beam', 'pure', 'bending', 'thedeflections', 'corresponding', 'purelyelastic', 'structure', 'identical', 'theratio', 'creep', 'strain', 'thecorresponding', 'elastic', 'strain', 'barunder', 'simple', 'tension', 'compression', 'results', 'analysis', 'thecreep', 'deflection', 'columnshowed', 'deflections', 'increasecontinuously', 'time', 'becomeinfinitely', 'large', 'loadingtime', 'correspondingly', 'large', 'however', 'large', 'deflections', 'obtainedin', 'reasonably', 'short', 'periods', 'oftime', 'applied', 'load', 'near', 'theeuler', 'load', 'column', 'thedeflectiontime', 'curves', 'obtained', 'anumerical', 'example', 'sametype', 'determined', 'experimentwith', 'aluminum', 'columns']"
1024,"['note', 'creep', 'buckling', 'columns', 'creep', 'slightly', 'crooked', 'section', 'column', 'carrying', 'aconstant', 'load', 'studied', 'theoretically', 'material', 'columnis', 'characterized', 'straintime', 'relationship', 'constantuniaxial', 'stress', 'form', 'isthe', 'total', 'strain', 'constant', 'stress', 'time', 'eaband', 'k', 'material', 'constants', 'form', 'selected', 'itapplies', 'least', 'two', 'alloys75st6', 'aluminum', 'alloy', '600', 'f', 'and', 'lowalloy', 'steel', '800', '1100', 'f', 'however', 'analysisis', 'intended', 'material', 'creep', 'properties', 'thesame', 'form', 'material', 'constants', 'known', 'astraintime', 'relationship', 'variable', 'uniaxial', 'stress', 'necessaryfor', 'column', 'analysis', 'formulated', 'constantstressproperties', 'aid', 'shanleys', 'engineering', 'hypotheses', 'ofcreep', 'analysis', 'leads', 'conclusion', 'lateral', 'deflectionapproaches', 'infinitythat', 'is', 'column', 'collapsesin', 'finite', 'time', 'results', 'given', 'showing', 'maximum', 'length', 'time', 'columncan', 'support', 'given', 'load', 'collapses', 'growthof', 'stresses', 'strains', 'deflections', 'prior', 'collapse']"
1025,"['note', 'creep', 'buckling', 'columns', 'paper', 'concerned', 'solution', 'creep', 'buckling', 'ofcolumns', 'instantaneous', 'elastic', 'plastic', 'deformations', 'well', 'asthe', 'transient', 'secondary', 'creep', 'considered', 'formulae', 'thecritical', 'time', 'column', 'fails', 'presented', 'integral', 'valuesof', 'exponents', 'appearing', 'creep', 'law']"
1026,"['note', 'creep', 'buckling', 'columns', 'phenomenological', 'relation', 'betweenstress', 'strain', 'rate', 'temperatureis', 'suggested', 'account', 'thebehavior', 'polycrystalline', 'metalsabove', 'equicohesive', 'temperature', 'the', 'properties', 'metalincluded', 'relation', 'elasticitylinear', 'thermal', 'expansion', 'andviscosity', 'relation', 'may', 'integratedunder', 'various', 'conditions', 'toprovide', 'information', 'creep', 'rates', 'creeprupture', 'stressstrain', 'curvesand', 'rapidheating', 'curves', 'shownthat', 'one', 'material', '7075t6aluminumalloy', 'sheet', 'informationyielded', 'relation', 'thesefour', 'applications', 'agrees', 'reasonablywell', 'test', 'data']"
1027,"['note', 'creep', 'buckling', 'columns', 'phenomenological', 'theory', 'previouslyproposed', 'naca', 'technicalnote', '4000', 'behavior', 'metals', 'atelevated', 'temperatures', 'beenmodified', 'yield', 'transient', 'creep', 'curvesby', 'assuming', 'metal', 'consistsof', 'two', 'phases', 'ownelasticity', 'viscosity', 'theextended', 'theory', 'satisfies', 'basicrequirements', 'theory', 'transientcreep', 'elevated', 'temperatures', 'that', 'transient', 'creep', 'closelyconnected', 'subsequent', 'steadycreep', 'apparent', 'exponentof', 'time', 'transient', 'regionbe', 'permitted', 'wide', 'variationsbetween', '0', '1', 'theory', 'ispossible', 'construct', 'nondimensionalcreep', 'curves', 'extend', 'continuouslyfrom', 'transient', 'regioninto', 'steadystate', 'region', 'thecorresponding', 'family', 'creep', 'curvesfor', 'metal', 'may', 'obtained', 'fromthe', 'nondimensional', 'family', 'use', 'ofappropriate', 'constants', 'constantsrequired', 'obtained', 'fromsteady', 'creep', 'measurements', 'togetherwith', 'two', 'additional', 'constants', 'whichrepresent', 'difference', 'thephases', 'transient', 'creep', 'curvesresulting', 'theory', 'comparedwith', 'experimental', 'curvesfor', 'pure', 'aluminum', 'gamma', 'iron', 'lead', 'andagreement', 'found']"
